date,time (UTC+1),title,artists,description,venue,ticket_type,venue_type,is_streaming,ticket_price_gbp,interested,categories,short_url,long_url
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Seating Area A,In-person only,0,35,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Seating Area B,In-person & Streaming (Digital Concert Hall),1,25,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Seating Area B,In-person only,0,22,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Seating Area C (live video view),In-person & Streaming (Digital Concert Hall),1,16,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Seating Area C (live video view),In-person only,0,13,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Seating Area D (No Sightlines),In-person only,0,5,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Online Streaming Access,Digital Concert Hall - Live stream only,1,13,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,20:15,83. Four Last Songs (second performance),"Simon Lepper
Gweneth Ann Rand
George Ireland
Jessica Cale","All evening concerts this year are performed twice, at 5.30pm and 8.15pm. This 8.15pm performance is a repeat performance of Event 81. This performance will be in-person and livestreamed.
We welcome back Gweneth Ann Rand and Simon Lepper, whose 2019 Festival performance of Messiaen’s Harawi was described in The Observer as ‘technically brilliant, verbally agile and express...",Saint John the Evangelist,Online Streaming Access,Under 35s: Digital Concert Hall - Live stream only,1,5,0,evening,/event/1347,https://www.oxfordlieder.co.uk/event/1347
2021-10-20,22:00,84. dream.risk.sing,"Lana Bode
Samantha Crawford","dream.risk.sing is a brilliantly conceived programme that elevates the voices of modern women, telling stories that are not traditionally related in song. It includes the world premiere of a new song cycle by composer Charlotte Bray and poet Nicki Jackowska, Crossing Faultlines, exploring women’s professional experiences of mentorship, discrimination and ambition. The concert also fe...",Jacqueline du Pré Music Building,General Admission,In-person & Streaming (Digital Concert Hall),1,18,0,late-night,/event/1348,https://www.oxfordlieder.co.uk/event/1348
2021-10-20,22:00,84. dream.risk.sing,"Lana Bode
Samantha Crawford","dream.risk.sing is a brilliantly conceived programme that elevates the voices of modern women, telling stories that are not traditionally related in song. It includes the world premiere of a new song cycle by composer Charlotte Bray and poet Nicki Jackowska, Crossing Faultlines, exploring women’s professional experiences of mentorship, discrimination and ambition. The concert also fe...",Jacqueline du Pré Music Building,General Admission,In-person only,0,15,0,late-night,/event/1348,https://www.oxfordlieder.co.uk/event/1348
2021-10-20,22:00,84. dream.risk.sing,"Lana Bode
Samantha Crawford","dream.risk.sing is a brilliantly conceived programme that elevates the voices of modern women, telling stories that are not traditionally related in song. It includes the world premiere of a new song cycle by composer Charlotte Bray and poet Nicki Jackowska, Crossing Faultlines, exploring women’s professional experiences of mentorship, discrimination and ambition. The concert also fe...",Jacqueline du Pré Music Building,Online Streaming Access,Digital Concert Hall - Live stream only,1,8,0,late-night,/event/1348,https://www.oxfordlieder.co.uk/event/1348
